Source sentence,Answer sentence
"Oleh karena ini memang kita tidak perlu mencemaskan penyebaran virus ebola ini di Indonesia .",Indonesia adalah entitas location
"Ruhut mengatakan tak ada ambisi politik tertentu terkait dengan dukungannya kepada calon presiden yang sebelumnya sering dikritiknya itu .",Ruhut adalah entitas person
"Jurubicara MDC sebelumnya mengatakan polisi telah menggunakan semprotan air dan gas air mata serta memukuli pendukung partai yang ingin menghadiri pawai tersebut yang sebelumnya dijadwalkan dihadiri oleh pemimpin MDC Morgan Tsangirai .",MDC adalah entitas organization
"Jurubicara MDC sebelumnya mengatakan polisi telah menggunakan semprotan air dan gas air mata serta memukuli pendukung partai yang ingin menghadiri pawai tersebut yang sebelumnya dijadwalkan dihadiri oleh pemimpin MDC Morgan Tsangirai .",MDC adalah entitas organization
"Jurubicara MDC sebelumnya mengatakan polisi telah menggunakan semprotan air dan gas air mata serta memukuli pendukung partai yang ingin menghadiri pawai tersebut yang sebelumnya dijadwalkan dihadiri oleh pemimpin MDC Morgan Tsangirai .",Morgan Tsangirai adalah entitas person
"Menurut dia , sejak Raja Ampat ditetapkan sebagai Kawasan Konservasi Perairan Nasional (KKPN) , masyarakat telah banyak merasakan manfaatnya .",Raja Ampat adalah entitas location
"Begitu kampanye , Rini nempel banget dengan Megawati , eh ternyata pecah kongsi , pengkhianat . Sama dengan yang namanya di pojok ini Andi , enggak tahu diri , pengkhianat , anak baru kemarin kok bisa atur-atur republik ini? sambung dia .",Rini adalah entitas person
"Begitu kampanye , Rini nempel banget dengan Megawati , eh ternyata pecah kongsi , pengkhianat . Sama dengan yang namanya di pojok ini Andi , enggak tahu diri , pengkhianat , anak baru kemarin kok bisa atur-atur republik ini? sambung dia .",Megawati adalah entitas person
"Begitu kampanye , Rini nempel banget dengan Megawati , eh ternyata pecah kongsi , pengkhianat . Sama dengan yang namanya di pojok ini Andi , enggak tahu diri , pengkhianat , anak baru kemarin kok bisa atur-atur republik ini? sambung dia .",Andi adalah entitas person
"Menurut dia , meskipun Mahkamah Konstitusi telah memutuskan kartu tanda penduduk (KTP) atau paspor bisa digunakan sebagai bukti pemilih , hal itu tidak akan berpengaruh besar terhadap kualitas pilpres kali ini .",Mahkamah Konstitusi adalah entitas organization
"Tenaga kesehatan asing yang akan bekerja di Indonesia harus mengantongi Surat Tanda Registrasi (STR) yang dikeluarkan oleh Konsil Kedokteran untuk dokter atau perawat yang dikeluarkan oleh Majelis Tenaga Kesehatan Indonesia .",Indonesia adalah entitas location
"Tenaga kesehatan asing yang akan bekerja di Indonesia harus mengantongi Surat Tanda Registrasi (STR) yang dikeluarkan oleh Konsil Kedokteran untuk dokter atau perawat yang dikeluarkan oleh Majelis Tenaga Kesehatan Indonesia .",Konsil Kedokteran adalah entitas organization
"Tenaga kesehatan asing yang akan bekerja di Indonesia harus mengantongi Surat Tanda Registrasi (STR) yang dikeluarkan oleh Konsil Kedokteran untuk dokter atau perawat yang dikeluarkan oleh Majelis Tenaga Kesehatan Indonesia .",Majelis Tenaga Kesehatan Indonesia adalah entitas organization
"Namun hingga kemarin , pendaftaran capim KPK masih sepi peminat .",KPK adalah entitas organization
"Tambahan anggaran satu persen dari PDB hanya mendorong pertumbuhan nasional sebesar 0,17 persen , sedangkan India menembus angka 0,28 persen dan Tiongkok 0,33 persen .",India adalah entitas location
"Tambahan anggaran satu persen dari PDB hanya mendorong pertumbuhan nasional sebesar 0,17 persen , sedangkan India menembus angka 0,28 persen dan Tiongkok 0,33 persen .",Tiongkok adalah entitas location
"Kemarin , Presiden dan Wapres terus bekerja maraton hingga tengah malam di Istana Jogja . Siang ini Presiden akan langsung bekerja untuk melanjutkan apa yang ia belum selesaikan , ujarnya .",Istana Jogja adalah entitas location
"Pasalnya , menurut Susno , kasus senilai Rp 28 miliar itu dia yang mengungkapkan .",Susno adalah entitas person
"Meski demikian , Ruhut mengatakan tak ada masalah hubungan dirinya dengan Jokowi .",Ruhut adalah entitas person
"Meski demikian , Ruhut mengatakan tak ada masalah hubungan dirinya dengan Jokowi .",Jokowi adalah entitas person
"Jokowi memutuskan batal melantik Komjen Budi Gunawan yang sudah mendapat persetujuan DPR untuk menjadi Kapolri .",Jokowi adalah entitas person
"Jokowi memutuskan batal melantik Komjen Budi Gunawan yang sudah mendapat persetujuan DPR untuk menjadi Kapolri .",Budi Gunawan adalah entitas person
"Jokowi memutuskan batal melantik Komjen Budi Gunawan yang sudah mendapat persetujuan DPR untuk menjadi Kapolri .",DPR adalah entitas organization
"Tentara Jepang mendatanginya , tapi Frans mengaku negatif foto sudah diambil Barisan Pelopor .",Frans adalah entitas person
"Tentara Jepang mendatanginya , tapi Frans mengaku negatif foto sudah diambil Barisan Pelopor .",Barisan Pelopor adalah entitas organization
"Dia mengingatkan agar warga tidak mudah terbius oleh gaya kepemimpinan Jokowi yang gemar blusukan .",Jokowi adalah entitas person
"Angka itu jauh di bawah negara-negara lain di Asia Tenggara seperti Singapura 90 persen , Malaysia (60-70 persen) dan Filipina (30 persen) .",Asia Tenggara adalah entitas location
"Angka itu jauh di bawah negara-negara lain di Asia Tenggara seperti Singapura 90 persen , Malaysia (60-70 persen) dan Filipina (30 persen) .",Singapura adalah entitas location
"Angka itu jauh di bawah negara-negara lain di Asia Tenggara seperti Singapura 90 persen , Malaysia (60-70 persen) dan Filipina (30 persen) .",Malaysia adalah entitas location
"Angka itu jauh di bawah negara-negara lain di Asia Tenggara seperti Singapura 90 persen , Malaysia (60-70 persen) dan Filipina (30 persen) .",Filipina adalah entitas location
"Khususnya warga kota Jakarta dan sekitarnya , akibat putusan MK mengenai sengketa pilpres 2014 .",Jakarta adalah entitas location
"Khususnya warga kota Jakarta dan sekitarnya , akibat putusan MK mengenai sengketa pilpres 2014 .",MK adalah entitas organization
"Setidaknya 570 roket ditembakkan ke Israel sejak gencatan senjata gagal Selasa , tambahnya , Perundingan-perundingan gencatan senjata tidak langsung yang ditengahi Mesir untuk menghentikan konflik itu gagal setelah serangan-serangan roket dari Gaza dalam satu gencatan senjata dan Israel menanggapinya dengan serangan udara .",Israel adalah entitas location
"Setidaknya 570 roket ditembakkan ke Israel sejak gencatan senjata gagal Selasa , tambahnya , Perundingan-perundingan gencatan senjata tidak langsung yang ditengahi Mesir untuk menghentikan konflik itu gagal setelah serangan-serangan roket dari Gaza dalam satu gencatan senjata dan Israel menanggapinya dengan serangan udara .",Mesir adalah entitas location
"Setidaknya 570 roket ditembakkan ke Israel sejak gencatan senjata gagal Selasa , tambahnya , Perundingan-perundingan gencatan senjata tidak langsung yang ditengahi Mesir untuk menghentikan konflik itu gagal setelah serangan-serangan roket dari Gaza dalam satu gencatan senjata dan Israel menanggapinya dengan serangan udara .",Gaza adalah entitas location
"Setidaknya 570 roket ditembakkan ke Israel sejak gencatan senjata gagal Selasa , tambahnya , Perundingan-perundingan gencatan senjata tidak langsung yang ditengahi Mesir untuk menghentikan konflik itu gagal setelah serangan-serangan roket dari Gaza dalam satu gencatan senjata dan Israel menanggapinya dengan serangan udara .",Israel adalah entitas location
"Dia berharap pembukaan kantor cabang OJK di beberapa daerah dapat membantu untuk meningkatkan tingkat literasi pada masyarakat .",OJK adalah entitas organization
"Kami menyergap setiap gerakan ilegal dan kedua pihak menandatangani sejumlah kesepakatan mengenai pengawasan perbatasan yang ketat dan kerja sama untuk memberantas narkotika , kata Kapten Shahid , seorang jurubicara pasukan keamanan perbatasan Pakistan di Quetta .",Shahid adalah entitas person
"Kami menyergap setiap gerakan ilegal dan kedua pihak menandatangani sejumlah kesepakatan mengenai pengawasan perbatasan yang ketat dan kerja sama untuk memberantas narkotika , kata Kapten Shahid , seorang jurubicara pasukan keamanan perbatasan Pakistan di Quetta .",Quetta adalah entitas location
"Ada beberapa alasan mengapa akhirnya Bali yang dipilih sebagai tempat penyelenggaraan KLB .",Bali adalah entitas location
"Hasil persidangan atas gugatan tersebut , menurut Firman , tak bisa menjadi novum untuk menggugat hasil pemilihan presiden ke Mahkamah Konstitusi .",Firman adalah entitas person
"Hasil persidangan atas gugatan tersebut , menurut Firman , tak bisa menjadi novum untuk menggugat hasil pemilihan presiden ke Mahkamah Konstitusi .",Mahkamah Konstitusi adalah entitas organization
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Jawa Tengah adalah entitas location
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",PPP adalah entitas organization
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",PPP adalah entitas organization
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Fernita adalah entitas person
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",PPP adalah entitas organization
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Kantor Komisi Pemilihan Umum (KPU) adalah entitas location
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Menteng adalah entitas location
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Jakarta Pusat adalah entitas location
"Namun , bukan yang terbaik karena mereka hanya kenal Bali , kata MA .",Bali adalah entitas location
"Namun , bukan yang terbaik karena mereka hanya kenal Bali , kata MA .",MA adalah entitas person
"Sebelumnya , Kepala Bidang Peternakan Dinas Pertanian dan Peternakan Diah Ningrum pun mengatakan bahwa hewan tersebut merupakan hewan langka dan beracun .",Bidang Peternakan Dinas Pertanian dan Peternakan adalah entitas organization
"Sebelumnya , Kepala Bidang Peternakan Dinas Pertanian dan Peternakan Diah Ningrum pun mengatakan bahwa hewan tersebut merupakan hewan langka dan beracun .",Diah Ningrum adalah entitas person
"Surat kabar itu mengutip kementerian luar negeri yang menegaskan bahwa tak ada uang tebusan yang dibayar untuk pembebasan pria itu .",kementerian luar negeri adalah entitas organization
"OJK saat ini , kata Sri , masih melakukan survei untuk mengukur tingkat literasi keuangan masyarakat pada 2014 .",OJK adalah entitas organization
"OJK saat ini , kata Sri , masih melakukan survei untuk mengukur tingkat literasi keuangan masyarakat pada 2014 .",Sri adalah entitas person
"Departemen ini , yang bermasalah rumit berupaya mempromosikan perubahan-perubahan perburuhan pemerintahan ke depan dalam pemilihan umum pada akhir tahun ini , akan dipercayakan kepada menteri pelayanan umum Joe Hockey .",Joe Hockey adalah entitas person
"Hanung mengatakan untuk pemangkasan harian di setiap SPBU jenis premium mencapai 5% , sedangkan untuk BBM solar subsidi jumlahnya yang dipangkas 10%-15% .",Hanung adalah entitas person
"Hanung mengatakan untuk pemangkasan harian di setiap SPBU jenis premium mencapai 5% , sedangkan untuk BBM solar subsidi jumlahnya yang dipangkas 10%-15% .",SPBU adalah entitas location
"Mantan Kabareskrim Polri Komjen Susno Duadji menegaskan , ia tidak pernah menerima uang bahkan janji sekalipun terkait mafia kasus Gayus Halomoan Tambunan .",Polri adalah entitas organization
"Mantan Kabareskrim Polri Komjen Susno Duadji menegaskan , ia tidak pernah menerima uang bahkan janji sekalipun terkait mafia kasus Gayus Halomoan Tambunan .",Susno Duadji adalah entitas person
"Mantan Kabareskrim Polri Komjen Susno Duadji menegaskan , ia tidak pernah menerima uang bahkan janji sekalipun terkait mafia kasus Gayus Halomoan Tambunan .",Gayus Halomoan Tambunan adalah entitas person
"Seandainya Ani menjadi ketua umum , ia berujar , tinggal mengatur teknis ketua harian atau wakil ketua umum .",Ani adalah entitas person
"Komisi Nasional Hak Asasi Manusia mendorong agar kabinet baru presiden terpilih Joko Widodo segera mengambil langkah konkret penuntasan kasus pelanggaran HAM yang belum selesai .",Komisi Nasional Hak Asasi Manusia adalah entitas organization
"Komisi Nasional Hak Asasi Manusia mendorong agar kabinet baru presiden terpilih Joko Widodo segera mengambil langkah konkret penuntasan kasus pelanggaran HAM yang belum selesai .",Joko Widodo adalah entitas person
"Menurut Slamet , dengan adanya putusan MK tentang perselisihan hasil pemilihan umum (PHPU) berarti putusan KPU tentang presiden dan wakil presiden terpilih , yaitu pasangan Jokowi-JK sudah efektif .",Slamet adalah entitas person
"Menurut Slamet , dengan adanya putusan MK tentang perselisihan hasil pemilihan umum (PHPU) berarti putusan KPU tentang presiden dan wakil presiden terpilih , yaitu pasangan Jokowi-JK sudah efektif .",MK adalah entitas organization
"Menurut Slamet , dengan adanya putusan MK tentang perselisihan hasil pemilihan umum (PHPU) berarti putusan KPU tentang presiden dan wakil presiden terpilih , yaitu pasangan Jokowi-JK sudah efektif .",KPU adalah entitas organization
"Menurut Slamet , dengan adanya putusan MK tentang perselisihan hasil pemilihan umum (PHPU) berarti putusan KPU tentang presiden dan wakil presiden terpilih , yaitu pasangan Jokowi-JK sudah efektif .",Jokowi-JK adalah entitas person
"Andrew Brown , dari POTM , mengatakan harga itu bervariasi secara drastis di 12 kota yang diriset , semuanya mengklaim memiliki tujuan wisata budaya kelas dunia .",Andrew Brown adalah entitas person
"Andrew Brown , dari POTM , mengatakan harga itu bervariasi secara drastis di 12 kota yang diriset , semuanya mengklaim memiliki tujuan wisata budaya kelas dunia .",POTM adalah entitas organization
"Sejumlah dari mereka yang dieksekusi itu dituduh melakukan serangan di prefektur Aksu , Xinjiang , kota-kota Kashgar dan Hotan , tambah kantor berita itu .",prefektur Aksu adalah entitas location
"Sejumlah dari mereka yang dieksekusi itu dituduh melakukan serangan di prefektur Aksu , Xinjiang , kota-kota Kashgar dan Hotan , tambah kantor berita itu .",Xinjiang adalah entitas location
"Sejumlah dari mereka yang dieksekusi itu dituduh melakukan serangan di prefektur Aksu , Xinjiang , kota-kota Kashgar dan Hotan , tambah kantor berita itu .",Kashgar adalah entitas location
"Sejumlah dari mereka yang dieksekusi itu dituduh melakukan serangan di prefektur Aksu , Xinjiang , kota-kota Kashgar dan Hotan , tambah kantor berita itu .",Hotan adalah entitas location
"Pasti lebih kompetitif . Dalam survei-survei Golkar selalu memimpin . Jadi , kami optimis dapat memenangkan pertarungan di Pileg 2014 , Nurul menegaskan .",Golkar adalah entitas organization
"Pasti lebih kompetitif . Dalam survei-survei Golkar selalu memimpin . Jadi , kami optimis dapat memenangkan pertarungan di Pileg 2014 , Nurul menegaskan .",Nurul adalah entitas person
"SBY , kata Anas , tidak berniat menambah periode , tapi berkonsentrasi untuk menambah prestasi .",SBY adalah entitas person
"SBY , kata Anas , tidak berniat menambah periode , tapi berkonsentrasi untuk menambah prestasi .",Anas adalah entitas person
"Anggota Komisi X DPR dari Partai Demokrat , Vena Melinda , mendukung penerapan tata tertib pelarangan rok mini atau pakaian seksi bagi staf dan anggota di lingkungan DPR .",DPR adalah entitas organization
"Anggota Komisi X DPR dari Partai Demokrat , Vena Melinda , mendukung penerapan tata tertib pelarangan rok mini atau pakaian seksi bagi staf dan anggota di lingkungan DPR .",Partai Demokrat adalah entitas organization
"Anggota Komisi X DPR dari Partai Demokrat , Vena Melinda , mendukung penerapan tata tertib pelarangan rok mini atau pakaian seksi bagi staf dan anggota di lingkungan DPR .",Vena Melinda adalah entitas person
"Anggota Komisi X DPR dari Partai Demokrat , Vena Melinda , mendukung penerapan tata tertib pelarangan rok mini atau pakaian seksi bagi staf dan anggota di lingkungan DPR .",lingkungan DPR adalah entitas location
"Ketua Umum Partai Persatuan Pembangunan (PPP) hasil Muktamar VIII Surabaya , M Romahurmuziy , telah menyatakan mendukung pemerintahan presiden dan wakil presiden terpilih Joko Widodo .",Partai Persatuan Pembangunan (PPP) adalah entitas organization
"Ketua Umum Partai Persatuan Pembangunan (PPP) hasil Muktamar VIII Surabaya , M Romahurmuziy , telah menyatakan mendukung pemerintahan presiden dan wakil presiden terpilih Joko Widodo .",Surabaya adalah entitas location
"Ketua Umum Partai Persatuan Pembangunan (PPP) hasil Muktamar VIII Surabaya , M Romahurmuziy , telah menyatakan mendukung pemerintahan presiden dan wakil presiden terpilih Joko Widodo .",M Romahurmuziy adalah entitas person
"Ketua Umum Partai Persatuan Pembangunan (PPP) hasil Muktamar VIII Surabaya , M Romahurmuziy , telah menyatakan mendukung pemerintahan presiden dan wakil presiden terpilih Joko Widodo .",Joko Widodo adalah entitas person
"Sikap dan pendirian SBY sudah amat terang dan tegas . Tidak ada keraguan sedikitpun tentang hal ini . Cukup dua periode , kata Anas dalam pesan singkatnya pada wartawan , Rabu (18/8) .",SBY adalah entitas person
"Sikap dan pendirian SBY sudah amat terang dan tegas . Tidak ada keraguan sedikitpun tentang hal ini . Cukup dua periode , kata Anas dalam pesan singkatnya pada wartawan , Rabu (18/8) .",Anas adalah entitas person
"Terpidana mati kasus narkoba yang merupakan warga negara Perancis , Serge Atlaoui , mengajukan upaya hukum lanjutan berupa peninjauan kembali ke Pengadilan Negeri Tangerang .",Serge Atlaoui adalah entitas person
"Terpidana mati kasus narkoba yang merupakan warga negara Perancis , Serge Atlaoui , mengajukan upaya hukum lanjutan berupa peninjauan kembali ke Pengadilan Negeri Tangerang .",Pengadilan Negeri Tangerang adalah entitas organization
"Lebih lanjut Akbar mengatakan , kalau tidak ada kenaikan signifikan dalam elektabilitas Capres Golkar , hendaklah disiapkan strategi baru .",Akbar adalah entitas person
"Lebih lanjut Akbar mengatakan , kalau tidak ada kenaikan signifikan dalam elektabilitas Capres Golkar , hendaklah disiapkan strategi baru .",Golkar adalah entitas organization
"kata Abbas di Kairo .",Abbas adalah entitas person
"kata Abbas di Kairo .",Kairo adalah entitas location
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Partai Golkar adalah entitas organization
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Nurul Arifin adalah entitas person
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Joko Widodo (Jokowi) adalah entitas person
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Jusuf Kalla adalah entitas person
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Koalisi Merah Putih adalah entitas organization
"BPH Migas mengeluarkan pemotongan di seluruh provinsi , nasional dikurangi 2 juta , provinsi dikurangi berapa , SPBU juga harus dikurangin gitu , ngga ada yang aneh , katanya .",BPH Migas adalah entitas organization
"Itu memicu penumpasan keji dari pasukan pemerintah Sudan dan milisi wakil Janjaweed mereka , yang - - menurut perkiraan Perserikatan Bangsa-Bangsa - - sudah membunuh 200.000 orang serta memaksa 2.5 juta orang mengungsi dari rumah mereka .",Janjaweed adalah entitas organization
"Itu memicu penumpasan keji dari pasukan pemerintah Sudan dan milisi wakil Janjaweed mereka , yang - - menurut perkiraan Perserikatan Bangsa-Bangsa - - sudah membunuh 200.000 orang serta memaksa 2.5 juta orang mengungsi dari rumah mereka .",Perserikatan Bangsa-Bangsa adalah entitas organization
"Bahkan , Indonesia di urutan keenam dari negara tujuan wisata di ASEAN bagi turis Tiongkok , kata Soegeng , Jumat (22/8) , di Jakarta .",ASEAN adalah entitas location
"Bahkan , Indonesia di urutan keenam dari negara tujuan wisata di ASEAN bagi turis Tiongkok , kata Soegeng , Jumat (22/8) , di Jakarta .",Soegeng adalah entitas person
"Bahkan , Indonesia di urutan keenam dari negara tujuan wisata di ASEAN bagi turis Tiongkok , kata Soegeng , Jumat (22/8) , di Jakarta .",Jakarta adalah entitas location
"Suhardi mengalami sakit kanker paru-paru stadium empat dan dalam kondisi kritis .",Suhardi adalah entitas person
"Nia sudah datang .",Nia adalah entitas person
"Jenderal pembelot Khalifa Haftar telah menyatakan perang terhadap pasukan yang condong terhadap kelompok Islam , bagian dari meningkatnya anarki di negara penghasil minyak tersebut .",Khalifa Haftar adalah entitas person
"Demokrat memang bukan partai yang pertama , tapi yang terakhir , kata Ruhut ketika dihubungi Tempo , Senin , 23 Juni 2014 .",Demokrat adalah entitas organization
"Demokrat memang bukan partai yang pertama , tapi yang terakhir , kata Ruhut ketika dihubungi Tempo , Senin , 23 Juni 2014 .",Ruhut adalah entitas person
