Source sentence,Answer sentence
"Banyak kritik yang dilontarkan dari berbagai pihak , termasuk dari PDIP .",PDIP adalah entitas organisasi .
"Penyerahan bantuan secara simbolis dilakukan Jokowi di Desa Sanggeng , Kecamatan Manokwari Barat , Manokwari , Selasa ( 5/4/2016 ) .",Jokowi adalah entitas tokoh .
"Penyerahan bantuan secara simbolis dilakukan Jokowi di Desa Sanggeng , Kecamatan Manokwari Barat , Manokwari , Selasa ( 5/4/2016 ) .",Desa Sanggeng adalah entitas lokasi .
"Penyerahan bantuan secara simbolis dilakukan Jokowi di Desa Sanggeng , Kecamatan Manokwari Barat , Manokwari , Selasa ( 5/4/2016 ) .",Kecamatan Manokwari Barat adalah entitas lokasi .
"Penyerahan bantuan secara simbolis dilakukan Jokowi di Desa Sanggeng , Kecamatan Manokwari Barat , Manokwari , Selasa ( 5/4/2016 ) .",Manokwari adalah entitas lokasi .
"Squawka mencatat Morgan sebagai pemain yang berbahaya dalam tekel dan dominan dalam duel di udara .",Squawka adalah entitas organisasi .
"Squawka mencatat Morgan sebagai pemain yang berbahaya dalam tekel dan dominan dalam duel di udara .",Morgan adalah entitas tokoh .
"Sebelumnya , pada pukul 19.55 WIB terjadi tabrakan antara pesawat TransNusa jenis ATR dengan nomor registrasi PK - TNJ dengan pesawat Batik Air jenis Boeing 737 - 800 bernomor registrasi PK - LBS .",TransNusa adalah entitas organisasi .
"Sebelumnya , pada pukul 19.55 WIB terjadi tabrakan antara pesawat TransNusa jenis ATR dengan nomor registrasi PK - TNJ dengan pesawat Batik Air jenis Boeing 737 - 800 bernomor registrasi PK - LBS .",Batik Air adalah entitas organisasi .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",Gus Dur adalah entitas tokoh .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",Mega adalah entitas tokoh .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",Mega adalah entitas tokoh .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",Pansus Angket BBM adalah entitas organisasi .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",FPDIP adalah entitas organisasi .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",Irmadi Lubis adalah entitas tokoh .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",Pansus Angket BBM adalah entitas organisasi .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",Gedung DPR adalah entitas lokasi .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",Senayan adalah entitas lokasi .
"" Harusnya yang dipanggil Gus Dur , bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas - tugas presiden , " kata anggota Pansus Angket BBM dari FPDIP , Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR , Senayan , Jakarta , Kamis ( 7/8/2008 ) .",Jakarta adalah entitas lokasi .
"" Tentunya ini adalah tugas berat yang akan jadi tanggungjawab Polri , BNN termasuk dirjen bea cukai , " tutupnya .",Polri adalah entitas organisasi .
"" Tentunya ini adalah tugas berat yang akan jadi tanggungjawab Polri , BNN termasuk dirjen bea cukai , " tutupnya .",BNN adalah entitas organisasi .
"Dana Rp 4 triliun sudah dikucurkan Ahok untuk menjalankan proyek ini .",Ahok adalah entitas tokoh .
"Dengan demikian , Jonatan Christie menjadi satu - satunya wakil Indonesia yang tersisa di nomor tunggal putra .",Jonatan Christie adalah entitas tokoh .
"Dengan demikian , Jonatan Christie menjadi satu - satunya wakil Indonesia yang tersisa di nomor tunggal putra .",Indonesia adalah entitas lokasi .
"Itu menarik buat saya , artinya mudah - mudahan masalah pesepakbola sebelum bulan Mei akan berakhir , " kata Nil Maizar dalam perbincangan dengan detikSport .",Nil Maizar adalah entitas tokoh .
"Itu menarik buat saya , artinya mudah - mudahan masalah pesepakbola sebelum bulan Mei akan berakhir , " kata Nil Maizar dalam perbincangan dengan detikSport .",detikSport adalah entitas organisasi .
"Sebelumnya Rektor UGM juga telah menggandeng Universitas Szent Istvan Godollo , Hongaria untuk kerjasama pendidikan tinggi .",UGM adalah entitas organisasi .
"Sebelumnya Rektor UGM juga telah menggandeng Universitas Szent Istvan Godollo , Hongaria untuk kerjasama pendidikan tinggi .",Universitas Szent Istvan Godollo adalah entitas organisasi .
"Sebelumnya Rektor UGM juga telah menggandeng Universitas Szent Istvan Godollo , Hongaria untuk kerjasama pendidikan tinggi .",Hongaria adalah entitas lokasi .
"Presiden Jokowi juga akan mendengarkan masukan dari para pembantunya terlebih dulu sebelum memutuskan .",Jokowi adalah entitas tokoh .
"Paris - Manchester City pulang dari markas Paris Saint - Germain dengan hasil seri 2 - 2 .",Paris adalah entitas lokasi .
"Paris - Manchester City pulang dari markas Paris Saint - Germain dengan hasil seri 2 - 2 .",Manchester City adalah entitas organisasi .
"Paris - Manchester City pulang dari markas Paris Saint - Germain dengan hasil seri 2 - 2 .",Paris Saint - Germain adalah entitas organisasi .
"Film Disney itu terus - terusan berhasil menjadi box office hingga sekuel keduanya .",Disney adalah entitas organisasi .
"Buktinya , dua petenis Swiss , Stanislas Wawrinka dan Marco Chiudinelli , berhasil melaju ke perempatfinal Swiss Indoors menemani Federer .",Swiss adalah entitas lokasi .
"Buktinya , dua petenis Swiss , Stanislas Wawrinka dan Marco Chiudinelli , berhasil melaju ke perempatfinal Swiss Indoors menemani Federer .",Stanislas Wawrinka adalah entitas tokoh .
"Buktinya , dua petenis Swiss , Stanislas Wawrinka dan Marco Chiudinelli , berhasil melaju ke perempatfinal Swiss Indoors menemani Federer .",Marco Chiudinelli adalah entitas tokoh .
"Buktinya , dua petenis Swiss , Stanislas Wawrinka dan Marco Chiudinelli , berhasil melaju ke perempatfinal Swiss Indoors menemani Federer .",Swiss adalah entitas lokasi .
"Buktinya , dua petenis Swiss , Stanislas Wawrinka dan Marco Chiudinelli , berhasil melaju ke perempatfinal Swiss Indoors menemani Federer .",Federer adalah entitas tokoh .
"DPRD Surabaya segera gelar paripurna istimewa sebagai salah satu syarat sebelum pelantikan Tri Rismaharini - Whisnu Sakti Buana sebagai Wali Kota dan Wakil Wali Kota , Senin ( 1/2 ) pekan depan .",DPRD adalah entitas organisasi .
"DPRD Surabaya segera gelar paripurna istimewa sebagai salah satu syarat sebelum pelantikan Tri Rismaharini - Whisnu Sakti Buana sebagai Wali Kota dan Wakil Wali Kota , Senin ( 1/2 ) pekan depan .",Surabaya adalah entitas lokasi .
"DPRD Surabaya segera gelar paripurna istimewa sebagai salah satu syarat sebelum pelantikan Tri Rismaharini - Whisnu Sakti Buana sebagai Wali Kota dan Wakil Wali Kota , Senin ( 1/2 ) pekan depan .",Tri Rismaharini adalah entitas tokoh .
"DPRD Surabaya segera gelar paripurna istimewa sebagai salah satu syarat sebelum pelantikan Tri Rismaharini - Whisnu Sakti Buana sebagai Wali Kota dan Wakil Wali Kota , Senin ( 1/2 ) pekan depan .",Whisnu Sakti Buana adalah entitas tokoh .
"" Soal harga kami belum bisa tetapkan , tapi yang pasti akan berada di bawah 7 juta , " kata Alven , Head of Samsung Mobile Marketing , usai meluncurkan Galaxy S III di Ritz Carlton Hotel , Selasa ( 22/5/2012 ) .",Alven adalah entitas tokoh .
"" Soal harga kami belum bisa tetapkan , tapi yang pasti akan berada di bawah 7 juta , " kata Alven , Head of Samsung Mobile Marketing , usai meluncurkan Galaxy S III di Ritz Carlton Hotel , Selasa ( 22/5/2012 ) .",Samsung adalah entitas organisasi .
"" Soal harga kami belum bisa tetapkan , tapi yang pasti akan berada di bawah 7 juta , " kata Alven , Head of Samsung Mobile Marketing , usai meluncurkan Galaxy S III di Ritz Carlton Hotel , Selasa ( 22/5/2012 ) .",Ritz Carlton Hotel adalah entitas lokasi .
"Aktor Hollywood Leonardo DiCaprio diam - diam mengunjungi Taman Nasional Gunung Leuser ( TNGL ) yang terletak di antara Provinsi Aceh dan Provinsi Sumatera Utara pada Minggu ( 27/3/2016 ) .",Leonardo DiCaprio adalah entitas tokoh .
"Aktor Hollywood Leonardo DiCaprio diam - diam mengunjungi Taman Nasional Gunung Leuser ( TNGL ) yang terletak di antara Provinsi Aceh dan Provinsi Sumatera Utara pada Minggu ( 27/3/2016 ) .",Taman Nasional Gunung Leuser adalah entitas lokasi .
"Aktor Hollywood Leonardo DiCaprio diam - diam mengunjungi Taman Nasional Gunung Leuser ( TNGL ) yang terletak di antara Provinsi Aceh dan Provinsi Sumatera Utara pada Minggu ( 27/3/2016 ) .",TNGL adalah entitas lokasi .
"Aktor Hollywood Leonardo DiCaprio diam - diam mengunjungi Taman Nasional Gunung Leuser ( TNGL ) yang terletak di antara Provinsi Aceh dan Provinsi Sumatera Utara pada Minggu ( 27/3/2016 ) .",Aceh adalah entitas lokasi .
"Aktor Hollywood Leonardo DiCaprio diam - diam mengunjungi Taman Nasional Gunung Leuser ( TNGL ) yang terletak di antara Provinsi Aceh dan Provinsi Sumatera Utara pada Minggu ( 27/3/2016 ) .",Sumatera Utara adalah entitas lokasi .
"Sedangkan di babak 16 besar , Madrid berhasil meraih kemenangan masing - masing dengan skor 2 - 0 atas AS Roma .",Madrid adalah entitas lokasi .
"Sedangkan di babak 16 besar , Madrid berhasil meraih kemenangan masing - masing dengan skor 2 - 0 atas AS Roma .",AS Roma adalah entitas organisasi .
"Judy Hoops ( Ginnifer Goodwin ) adalah " seorang " kelinci yang tinggal di sebuah desa bernama Bunnyburrow .",Judy Hoops adalah entitas tokoh .
"Judy Hoops ( Ginnifer Goodwin ) adalah " seorang " kelinci yang tinggal di sebuah desa bernama Bunnyburrow .",Ginnifer Goodwin adalah entitas tokoh .
"Judy Hoops ( Ginnifer Goodwin ) adalah " seorang " kelinci yang tinggal di sebuah desa bernama Bunnyburrow .",Bunnyburrow adalah entitas lokasi .
"Hal itu disampaikan Jonan dalam jumpa pers yang dimulai pukul 21.27 WIB di Kemenhub , Jalan Medan Merdeka Barat , Jakarta Pusat , Selasa ( 22/3/2016 ) .",Jonan adalah entitas tokoh .
"Hal itu disampaikan Jonan dalam jumpa pers yang dimulai pukul 21.27 WIB di Kemenhub , Jalan Medan Merdeka Barat , Jakarta Pusat , Selasa ( 22/3/2016 ) .",Kemenhub adalah entitas organisasi .
"Hal itu disampaikan Jonan dalam jumpa pers yang dimulai pukul 21.27 WIB di Kemenhub , Jalan Medan Merdeka Barat , Jakarta Pusat , Selasa ( 22/3/2016 ) .",Jalan Medan Merdeka Barat adalah entitas lokasi .
"Hal itu disampaikan Jonan dalam jumpa pers yang dimulai pukul 21.27 WIB di Kemenhub , Jalan Medan Merdeka Barat , Jakarta Pusat , Selasa ( 22/3/2016 ) .",Jakarta Pusat adalah entitas lokasi .
"Film animasi komputer 3D dari Disney - Pixar ini adalah prekuel Monsters , Inc. ( 2001 ) .",Disney - Pixar adalah entitas organisasi .
"Ada golden time , di mana penumpang airline berangkat pada jam yang bagus , sementara jam lain sudah kurang begitu , " jawab Wisnu .",Wisnu adalah entitas tokoh .
"Kala menghadapi Leverkusen , Wolfsburg membuat 5 attempts on target tanpa menghasilkan satu gol pun .",Leverkusen adalah entitas lokasi .
"Kala menghadapi Leverkusen , Wolfsburg membuat 5 attempts on target tanpa menghasilkan satu gol pun .",Wolfsburg adalah entitas lokasi .
"Federer tampil berduet dengan Stanislas Wawrinka dan kini sudah berada di semifinal .",Federer adalah entitas tokoh .
"Federer tampil berduet dengan Stanislas Wawrinka dan kini sudah berada di semifinal .",Stanislas Wawrinka adalah entitas tokoh .
"2 . PT Indofood Sukses Makmur Tbk ( INDF ) Efisiensi dalam mengatur biaya produksi akan memberikan hasil yang baik dan jangka panjang bagi INDF .",PT Indofood Sukses Makmur Tbk adalah entitas organisasi .
"2 . PT Indofood Sukses Makmur Tbk ( INDF ) Efisiensi dalam mengatur biaya produksi akan memberikan hasil yang baik dan jangka panjang bagi INDF .",INDF adalah entitas organisasi .
"2 . PT Indofood Sukses Makmur Tbk ( INDF ) Efisiensi dalam mengatur biaya produksi akan memberikan hasil yang baik dan jangka panjang bagi INDF .",INDF adalah entitas organisasi .
"Gol pertama yang dicetak De Bruyne berawal dari kegagalan PSG mempertahankan bola di lini tengah .",De Bruyne adalah entitas tokoh .
"Gol pertama yang dicetak De Bruyne berawal dari kegagalan PSG mempertahankan bola di lini tengah .",PSG adalah entitas organisasi .
"Wali Kota Surabaya Tri Rismaharini berpesan kepada siswa siswi calon peserta Ujian Nasional berbasis komputer untuk tahun ajaran 2016 ini , untuk tidak takut menghadapinya .",Surabaya adalah entitas lokasi .
"Wali Kota Surabaya Tri Rismaharini berpesan kepada siswa siswi calon peserta Ujian Nasional berbasis komputer untuk tahun ajaran 2016 ini , untuk tidak takut menghadapinya .",Tri Rismaharini adalah entitas tokoh .
"" Saya datang bukan untuk bagi - bagi uang , karena itu tidak menyelesaikan masalah , " tegas Mega dalam pidatonya di depan sekitar 1.000 warga Blora .",Mega adalah entitas tokoh .
"" Saya datang bukan untuk bagi - bagi uang , karena itu tidak menyelesaikan masalah , " tegas Mega dalam pidatonya di depan sekitar 1.000 warga Blora .",Blora adalah entitas lokasi .
"Baru di belakangnya diikuti BlackBerry dengan raihan 21 % dibuntuti oleh Samsung dengan 9 % .",BlackBerry adalah entitas organisasi .
"Baru di belakangnya diikuti BlackBerry dengan raihan 21 % dibuntuti oleh Samsung dengan 9 % .",Samsung adalah entitas organisasi .
"Jika memang ada , komunikasi langsung dilakukan dengan Ketum PAN Zulkifli Hasan semata .",PAN adalah entitas organisasi .
"Jika memang ada , komunikasi langsung dilakukan dengan Ketum PAN Zulkifli Hasan semata .",Zulkifli Hasan adalah entitas tokoh .
"Sekarang tinggal di DPP pusat , " kata Sekjen PDIP Hasto Kristiyanto kepada wartawan usai menghadiri seminar ' Kembali ke Pancasila ' yang digelar PWNU Jatim di Hotel Mercure Surabaya , Selasa ( 1/3/2016 ) .",PDIP adalah entitas organisasi .
"Sekarang tinggal di DPP pusat , " kata Sekjen PDIP Hasto Kristiyanto kepada wartawan usai menghadiri seminar ' Kembali ke Pancasila ' yang digelar PWNU Jatim di Hotel Mercure Surabaya , Selasa ( 1/3/2016 ) .",Hasto Kristiyanto adalah entitas tokoh .
"Sekarang tinggal di DPP pusat , " kata Sekjen PDIP Hasto Kristiyanto kepada wartawan usai menghadiri seminar ' Kembali ke Pancasila ' yang digelar PWNU Jatim di Hotel Mercure Surabaya , Selasa ( 1/3/2016 ) .",PWNU adalah entitas organisasi .
"Sekarang tinggal di DPP pusat , " kata Sekjen PDIP Hasto Kristiyanto kepada wartawan usai menghadiri seminar ' Kembali ke Pancasila ' yang digelar PWNU Jatim di Hotel Mercure Surabaya , Selasa ( 1/3/2016 ) .",Jatim adalah entitas lokasi .
"Sekarang tinggal di DPP pusat , " kata Sekjen PDIP Hasto Kristiyanto kepada wartawan usai menghadiri seminar ' Kembali ke Pancasila ' yang digelar PWNU Jatim di Hotel Mercure Surabaya , Selasa ( 1/3/2016 ) .",Hotel Mercure Surabaya adalah entitas lokasi .
"" Hampir seluruh industri , dan hampir setiap saya ketemu baik dari pelaku industri yang ada di Karawang , Cikampek , Purwakarta , seluruhnya hampir berbicara adanya pelabuhan yang baru , Ini suatu berita gembira buat pelaku industri yang ada di Jawa Barat , " jelasnya .",Karawang adalah entitas lokasi .
"" Hampir seluruh industri , dan hampir setiap saya ketemu baik dari pelaku industri yang ada di Karawang , Cikampek , Purwakarta , seluruhnya hampir berbicara adanya pelabuhan yang baru , Ini suatu berita gembira buat pelaku industri yang ada di Jawa Barat , " jelasnya .",Cikampek adalah entitas lokasi .
"" Hampir seluruh industri , dan hampir setiap saya ketemu baik dari pelaku industri yang ada di Karawang , Cikampek , Purwakarta , seluruhnya hampir berbicara adanya pelabuhan yang baru , Ini suatu berita gembira buat pelaku industri yang ada di Jawa Barat , " jelasnya .",Purwakarta adalah entitas lokasi .
"" Hampir seluruh industri , dan hampir setiap saya ketemu baik dari pelaku industri yang ada di Karawang , Cikampek , Purwakarta , seluruhnya hampir berbicara adanya pelabuhan yang baru , Ini suatu berita gembira buat pelaku industri yang ada di Jawa Barat , " jelasnya .",Jawa Barat adalah entitas lokasi .
"Sebelumnya Sekjen PKB Abdul Kadir mengaku sudah berkomunikasi dengan Sekjen PDIP Hasto Kristiyanto terkait panasnya hubungan kedua partai .",PKB adalah entitas organisasi .
"Sebelumnya Sekjen PKB Abdul Kadir mengaku sudah berkomunikasi dengan Sekjen PDIP Hasto Kristiyanto terkait panasnya hubungan kedua partai .",Abdul Kadir adalah entitas tokoh .
"Sebelumnya Sekjen PKB Abdul Kadir mengaku sudah berkomunikasi dengan Sekjen PDIP Hasto Kristiyanto terkait panasnya hubungan kedua partai .",PDIP adalah entitas organisasi .
"Sebelumnya Sekjen PKB Abdul Kadir mengaku sudah berkomunikasi dengan Sekjen PDIP Hasto Kristiyanto terkait panasnya hubungan kedua partai .",Hasto Kristiyanto adalah entitas tokoh .
"Kalau dari PDIP yang bisa menyalip si Ahok itu ya mau nggak mau memang Ganjar atau Risma .",PDIP adalah entitas organisasi .
"Kalau dari PDIP yang bisa menyalip si Ahok itu ya mau nggak mau memang Ganjar atau Risma .",Ahok adalah entitas tokoh .
"Kalau dari PDIP yang bisa menyalip si Ahok itu ya mau nggak mau memang Ganjar atau Risma .",Ganjar adalah entitas tokoh .
"Kalau dari PDIP yang bisa menyalip si Ahok itu ya mau nggak mau memang Ganjar atau Risma .",Risma adalah entitas tokoh .
"Menteri Badan Usaha Milik Negara ( BUMN ) Rini Soemarno menegaskan salah satu upaya pemerintah menstabilkan nilai tukar rupiah terhadap dolar AS dalam jangka panjang adalah mengurangi ketergantungan impor .",Badan Usaha Milik Negara adalah entitas organisasi .
"Menteri Badan Usaha Milik Negara ( BUMN ) Rini Soemarno menegaskan salah satu upaya pemerintah menstabilkan nilai tukar rupiah terhadap dolar AS dalam jangka panjang adalah mengurangi ketergantungan impor .",BUMN adalah entitas organisasi .
"Menteri Badan Usaha Milik Negara ( BUMN ) Rini Soemarno menegaskan salah satu upaya pemerintah menstabilkan nilai tukar rupiah terhadap dolar AS dalam jangka panjang adalah mengurangi ketergantungan impor .",Rini Soemarno adalah entitas tokoh .
"Menteri Badan Usaha Milik Negara ( BUMN ) Rini Soemarno menegaskan salah satu upaya pemerintah menstabilkan nilai tukar rupiah terhadap dolar AS dalam jangka panjang adalah mengurangi ketergantungan impor .",AS adalah entitas lokasi .
"Meski mengalahkan penjualan iPhone Apple , Samsung belum dapat dikatakan sukses memecahkan rekor penjualan handsetnya sendiri .",Apple adalah entitas organisasi .
"Meski mengalahkan penjualan iPhone Apple , Samsung belum dapat dikatakan sukses memecahkan rekor penjualan handsetnya sendiri .",Samsung adalah entitas organisasi .
"Bila kemudian muncul keluhan adanya kesulitan , bisa disampaikan ke kantor Menko Polhukam .",kantor Menko Polhukam adalah entitas lokasi .
"PDIP ternyata juga sudah punya catatan evaluasi menyeluruh soal kinerja menteri .",PDIP adalah entitas organisasi .
"Saya memberikan Fernando bola dan dia jelas berpikir ada opsi untuk mengumpan ke arah dalam , dan kemudian seorang pemain menggunakan kakinya yang berukuran 15 ( inci ) untuk menghalau dan ( bolanya ) masuk .",Fernando adalah entitas tokoh .
"Kami menyamakan kedudukan dan kami terlihat bagus di babak kedua , kemudian unggul , sebelum sebuah kesalahan lain membuat kami kebobolan gol kedua , " kata Blanc .",Blanc adalah entitas tokoh .
"Namun sejurus kemudian , pihak Etihad menyampaikan permintaan maaf dan tengah menyelidiki hal tersebut .",Etihad adalah entitas organisasi .
"Setelah itu , Indofood CBP langsung menuju ke Singapura , Hongkong , London dan AS .",Indofood CBP adalah entitas organisasi .
"Setelah itu , Indofood CBP langsung menuju ke Singapura , Hongkong , London dan AS .",Singapura adalah entitas lokasi .
"Setelah itu , Indofood CBP langsung menuju ke Singapura , Hongkong , London dan AS .",Hongkong adalah entitas lokasi .
"Setelah itu , Indofood CBP langsung menuju ke Singapura , Hongkong , London dan AS .",London adalah entitas lokasi .
"Setelah itu , Indofood CBP langsung menuju ke Singapura , Hongkong , London dan AS .",AS adalah entitas lokasi .
"Hanya empat pulau di pantai utara Jakarta yang merupakan kawasan strategis nasional dan berada di bawah kewenangan kementerian , yaitu Pulau Onrust , Cipir , Kelor , dan Bidadari .",Jakarta adalah entitas lokasi .
"Hanya empat pulau di pantai utara Jakarta yang merupakan kawasan strategis nasional dan berada di bawah kewenangan kementerian , yaitu Pulau Onrust , Cipir , Kelor , dan Bidadari .",Pulau Onrust adalah entitas lokasi .
"Hanya empat pulau di pantai utara Jakarta yang merupakan kawasan strategis nasional dan berada di bawah kewenangan kementerian , yaitu Pulau Onrust , Cipir , Kelor , dan Bidadari .",Cipir adalah entitas lokasi .
"Hanya empat pulau di pantai utara Jakarta yang merupakan kawasan strategis nasional dan berada di bawah kewenangan kementerian , yaitu Pulau Onrust , Cipir , Kelor , dan Bidadari .",Kelor adalah entitas lokasi .
"Hanya empat pulau di pantai utara Jakarta yang merupakan kawasan strategis nasional dan berada di bawah kewenangan kementerian , yaitu Pulau Onrust , Cipir , Kelor , dan Bidadari .",Bidadari adalah entitas lokasi .
"Menerima umpan Serge Aurier , Ibrahimovic yang berdiri di tiang jauh di sisi kiri kemudian menanduk bola .",Serge Aurier adalah entitas tokoh .
"Menerima umpan Serge Aurier , Ibrahimovic yang berdiri di tiang jauh di sisi kiri kemudian menanduk bola .",Ibrahimovic adalah entitas tokoh .
"Lantas , adakah permintaan PDIP ke Presiden Jokowi soal posisi menteri yang layak diganti ?",PDIP adalah entitas organisasi .
"Lantas , adakah permintaan PDIP ke Presiden Jokowi soal posisi menteri yang layak diganti ?",Jokowi adalah entitas tokoh .
"Nil Maizar , pelatih Semen Padang menanti aksi konkrit pemerintah yang sudah membekukan PSSI demi perbaikan organisasi sepakbola tanah air itu .",Nil Maizar adalah entitas tokoh .
"Nil Maizar , pelatih Semen Padang menanti aksi konkrit pemerintah yang sudah membekukan PSSI demi perbaikan organisasi sepakbola tanah air itu .",Semen Padang adalah entitas organisasi .
"Nil Maizar , pelatih Semen Padang menanti aksi konkrit pemerintah yang sudah membekukan PSSI demi perbaikan organisasi sepakbola tanah air itu .",PSSI adalah entitas organisasi .
"Halmahera Utara Presiden Jokowi sudah tahu mengenai isu Panama papers yang tengah heboh .",Halmahera Utara adalah entitas lokasi .
"Halmahera Utara Presiden Jokowi sudah tahu mengenai isu Panama papers yang tengah heboh .",Jokowi adalah entitas tokoh .
"Halmahera Utara Presiden Jokowi sudah tahu mengenai isu Panama papers yang tengah heboh .",Panama adalah entitas lokasi .
"Kepengurusan hasil merger itu pun sudah didaftarkan ke Kemenkum HAM untuk mendapat pengesahan .",Kemenkum HAM adalah entitas organisasi .
"Morgan sempat menjauh dari sepakbola selama 18 bulan hingga kemudian bergabung dengan akademi Dunkirk sambil kuliah bisnis di South Notts College untuk menjadi akuntan .",Morgan adalah entitas tokoh .
"Morgan sempat menjauh dari sepakbola selama 18 bulan hingga kemudian bergabung dengan akademi Dunkirk sambil kuliah bisnis di South Notts College untuk menjadi akuntan .",Dunkirk adalah entitas organisasi .
"Morgan sempat menjauh dari sepakbola selama 18 bulan hingga kemudian bergabung dengan akademi Dunkirk sambil kuliah bisnis di South Notts College untuk menjadi akuntan .",South Notts College adalah entitas organisasi .
